Artists,Title,Song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Alice Cooper,School's Out,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364,audio_features,5Z8EDau8uNcP1E8JvmfkZe,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/tracks/5Z8EDau8uNcP1E8JvmfkZe,https://api.spotify.com/v1/audio-analysis/5Z8EDau8uNcP1E8JvmfkZe,210107,4
Bush,The Science Of Things (Remastered),spotify:track:2Fz2zHmxplgX9KxeI6KFK8,0.161,0.905,9,-3.245,0,0.0605,0.0011,0.000126,0.231,0.368,143.757,audio_features,2Fz2zHmxplgX9KxeI6KFK8,spotify:track:2Fz2zHmxplgX9KxeI6KFK8,https://api.spotify.com/v1/tracks/2Fz2zHmxplgX9KxeI6KFK8,https://api.spotify.com/v1/audio-analysis/2Fz2zHmxplgX9KxeI6KFK8,265733,4
Bush,The Science Of Things (Remastered),spotify:track:735VvogtQJzf92I1JHSJQZ,0.32,0.551,0,-3.935,1,0.0363,0.000264,0.636,0.0999,0.122,141.847,audio_features,735VvogtQJzf92I1JHSJQZ,spotify:track:735VvogtQJzf92I1JHSJQZ,https://api.spotify.com/v1/tracks/735VvogtQJzf92I1JHSJQZ,https://api.spotify.com/v1/audio-analysis/735VvogtQJzf92I1JHSJQZ,285560,4
Bush,The Science Of Things (Remastered),spotify:track:0yHanKF3Z78aFJfFC86wb2,0.406,0.773,0,-5.022,1,0.0395,1.57e-05,0.511,0.113,0.0752,129.679,audio_features,0yHanKF3Z78aFJfFC86wb2,spotify:track:0yHanKF3Z78aFJfFC86wb2,https://api.spotify.com/v1/tracks/0yHanKF3Z78aFJfFC86wb2,https://api.spotify.com/v1/audio-analysis/0yHanKF3Z78aFJfFC86wb2,341240,4
Sleep,The Sciences,spotify:track:64qtZmx57W6XbnqTn3eSE0,0.177,0.874,5,-7.099,1,0.0576,0.0188,0.773,0.356,0.322,149.322,audio_features,64qtZmx57W6XbnqTn3eSE0,spotify:track:64qtZmx57W6XbnqTn3eSE0,https://api.spotify.com/v1/tracks/64qtZmx57W6XbnqTn3eSE0,https://api.spotify.com/v1/audio-analysis/64qtZmx57W6XbnqTn3eSE0,400416,3
Suede,Sci-Fi Lullabies,spotify:track:4M2PmZWXPv6AnwsqyScI3W,0.447,0.18,11,-13.497,1,0.0288,0.816,0.000866,0.127,0.33,105.425,audio_features,4M2PmZWXPv6AnwsqyScI3W,spotify:track:4M2PmZWXPv6AnwsqyScI3W,https://api.spotify.com/v1/tracks/4M2PmZWXPv6AnwsqyScI3W,https://api.spotify.com/v1/audio-analysis/4M2PmZWXPv6AnwsqyScI3W,168627,4
Scott Walker,Scott 2,spotify:track:13GgSNZhnaeOux6Jtgch4s,0.443,0.577,7,-15.158,1,0.049,0.675,0,0.364,0.909,133.586,audio_features,13GgSNZhnaeOux6Jtgch4s,spotify:track:13GgSNZhnaeOux6Jtgch4s,https://api.spotify.com/v1/tracks/13GgSNZhnaeOux6Jtgch4s,https://api.spotify.com/v1/audio-analysis/13GgSNZhnaeOux6Jtgch4s,201307,5
Primal Scream,Screamadelica,spotify:track:67ncFJWaIbJdqZl1bpEppz,0.523,0.76,5,-12.437,1,0.0325,0.103,0.00068,0.0666,0.581,94.267,audio_features,67ncFJWaIbJdqZl1bpEppz,spotify:track:67ncFJWaIbJdqZl1bpEppz,https://api.spotify.com/v1/tracks/67ncFJWaIbJdqZl1bpEppz,https://api.spotify.com/v1/audio-analysis/67ncFJWaIbJdqZl1bpEppz,228267,4
Rocket From The Crypt,"Scream, Dracula, Scream",spotify:track:3FYOT78537rqMmdNkFObFz,0.39,0.958,2,-4.772,1,0.0776,0.0118,6.38e-05,0.0496,0.588,147.345,audio_features,3FYOT78537rqMmdNkFObFz,spotify:track:3FYOT78537rqMmdNkFObFz,https://api.spotify.com/v1/tracks/3FYOT78537rqMmdNkFObFz,https://api.spotify.com/v1/audio-analysis/3FYOT78537rqMmdNkFObFz,173627,4
Judas Priest,Screaming For Vengeance (Expanded Edition),spotify:track:3w9zHVKI28aUPZTxq8oDC6,0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,audio_features,3w9zHVKI28aUPZTxq8oDC6,spotify:track:3w9zHVKI28aUPZTxq8oDC6,https://api.spotify.com/v1/tracks/3w9zHVKI28aUPZTxq8oDC6,https://api.spotify.com/v1/audio-analysis/3w9zHVKI28aUPZTxq8oDC6,222440,4
Judas Priest,Screaming For Vengeance (Expanded Edition),spotify:track:4f3RDq9nYPBeR1yMSgnmBm,0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,audio_features,4f3RDq9nYPBeR1yMSgnmBm,spotify:track:4f3RDq9nYPBeR1yMSgnmBm,https://api.spotify.com/v1/tracks/4f3RDq9nYPBeR1yMSgnmBm,https://api.spotify.com/v1/audio-analysis/4f3RDq9nYPBeR1yMSgnmBm,310080,4
Beck,Sea Change,spotify:track:5GcQBo4wPu0S09M7qDJzAi,0.611,0.577,0,-8.728,1,0.0297,0.261,0.000786,0.467,0.212,119.879,audio_features,5GcQBo4wPu0S09M7qDJzAi,spotify:track:5GcQBo4wPu0S09M7qDJzAi,https://api.spotify.com/v1/tracks/5GcQBo4wPu0S09M7qDJzAi,https://api.spotify.com/v1/audio-analysis/5GcQBo4wPu0S09M7qDJzAi,227360,4
Bad Lip Reading,Seagulls! (Stop It Now),spotify:track:471sXvN5C5vfMSBdKrGpo7,0.936,0.687,10,-5.797,0,0.12,0.0536,3.05e-05,0.0851,0.746,119.995,audio_features,471sXvN5C5vfMSBdKrGpo7,spotify:track:471sXvN5C5vfMSBdKrGpo7,https://api.spotify.com/v1/tracks/471sXvN5C5vfMSBdKrGpo7,https://api.spotify.com/v1/audio-analysis/471sXvN5C5vfMSBdKrGpo7,192485,4
Dexys Midnight Runners,Searching For The Young Soul Rebels,spotify:track:0GvI3NbcrcA3QWSLkGkqrv,0.558,0.891,5,-6.89,0,0.104,0.323,0,0.157,0.66,150.455,audio_features,0GvI3NbcrcA3QWSLkGkqrv,spotify:track:0GvI3NbcrcA3QWSLkGkqrv,https://api.spotify.com/v1/tracks/0GvI3NbcrcA3QWSLkGkqrv,https://api.spotify.com/v1/audio-analysis/0GvI3NbcrcA3QWSLkGkqrv,163200,4
Dexys Midnight Runners,Searching For The Young Soul Rebels,spotify:track:6HjAZUE8KLqCnwLnwLfaT9,0.522,0.831,6,-8.129,0,0.102,0.243,0.000312,0.111,0.818,164.96,audio_features,6HjAZUE8KLqCnwLnwLfaT9,spotify:track:6HjAZUE8KLqCnwLnwLfaT9,https://api.spotify.com/v1/tracks/6HjAZUE8KLqCnwLnwLfaT9,https://api.spotify.com/v1/audio-analysis/6HjAZUE8KLqCnwLnwLfaT9,178680,4
Dexys Midnight Runners,Searching For The Young Soul Rebels,spotify:track:7sZa3zvNoLZI76DNhxCbeD,0.621,0.847,2,-8.961,1,0.412,0.356,0.000312,0.072,0.199,148.353,audio_features,7sZa3zvNoLZI76DNhxCbeD,spotify:track:7sZa3zvNoLZI76DNhxCbeD,https://api.spotify.com/v1/tracks/7sZa3zvNoLZI76DNhxCbeD,https://api.spotify.com/v1/audio-analysis/7sZa3zvNoLZI76DNhxCbeD,212920,4
Slayer,Seasons In The Abyss,spotify:track:1E0yt5XSdjE9NOu897RilW,0.332,0.988,8,-4.111,1,0.146,7.65e-05,0.0126,0.055,0.097,98.878,audio_features,1E0yt5XSdjE9NOu897RilW,spotify:track:1E0yt5XSdjE9NOu897RilW,https://api.spotify.com/v1/tracks/1E0yt5XSdjE9NOu897RilW,https://api.spotify.com/v1/audio-analysis/1E0yt5XSdjE9NOu897RilW,291733,4
Slayer,Seasons In The Abyss,spotify:track:0t1lDXmMWBzF6mfnQ6KwqZ,0.342,0.987,3,-4.42,1,0.205,0.000262,0.00025,0.172,0.0418,110.125,audio_features,0t1lDXmMWBzF6mfnQ6KwqZ,spotify:track:0t1lDXmMWBzF6mfnQ6KwqZ,https://api.spotify.com/v1/tracks/0t1lDXmMWBzF6mfnQ6KwqZ,https://api.spotify.com/v1/audio-analysis/0t1lDXmMWBzF6mfnQ6KwqZ,320520,4
Slayer,Seasons In The Abyss,spotify:track:3Ky8IzV8IVSwijtaTWB2SK,0.263,0.97,5,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729,audio_features,3Ky8IzV8IVSwijtaTWB2SK,spotify:track:3Ky8IzV8IVSwijtaTWB2SK,https://api.spotify.com/v1/tracks/3Ky8IzV8IVSwijtaTWB2SK,https://api.spotify.com/v1/audio-analysis/3Ky8IzV8IVSwijtaTWB2SK,397827,4
Sebadoh,The Sebadoh,spotify:track:7nnUlDnuWqhuCIxQlT77zs,0.488,0.962,6,-6.737,1,0.063,0.0397,0.429,0.178,0.486,130.341,audio_features,7nnUlDnuWqhuCIxQlT77zs,spotify:track:7nnUlDnuWqhuCIxQlT77zs,https://api.spotify.com/v1/tracks/7nnUlDnuWqhuCIxQlT77zs,https://api.spotify.com/v1/audio-analysis/7nnUlDnuWqhuCIxQlT77zs,294000,4
Lynyrd Skynyrd,Second Helping (Expanded Edition),spotify:track:2UQWW8rhNJo5tBt77LnbZH,0.45,0.341,7,-14.218,1,0.0327,0.0364,0.000284,0.0405,0.366,118.782,audio_features,2UQWW8rhNJo5tBt77LnbZH,spotify:track:2UQWW8rhNJo5tBt77LnbZH,https://api.spotify.com/v1/tracks/2UQWW8rhNJo5tBt77LnbZH,https://api.spotify.com/v1/audio-analysis/2UQWW8rhNJo5tBt77LnbZH,415600,4
Rammstein,Sehnsucht,spotify:track:5awDvzxWfd53SSrsRZ8pXO,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,audio_features,5awDvzxWfd53SSrsRZ8pXO,spotify:track:5awDvzxWfd53SSrsRZ8pXO,https://api.spotify.com/v1/tracks/5awDvzxWfd53SSrsRZ8pXO,https://api.spotify.com/v1/audio-analysis/5awDvzxWfd53SSrsRZ8pXO,234227,4
Manic Street Preachers,Send Away The Tigers,spotify:track:37pFLuNVnAJQL9ysRoKTdy,0.344,0.921,2,-3.049,1,0.0459,0.00143,1.13e-05,0.38,0.396,126.766,audio_features,37pFLuNVnAJQL9ysRoKTdy,spotify:track:37pFLuNVnAJQL9ysRoKTdy,https://api.spotify.com/v1/tracks/37pFLuNVnAJQL9ysRoKTdy,https://api.spotify.com/v1/audio-analysis/37pFLuNVnAJQL9ysRoKTdy,235693,4
Black Breath,Sentenced to Life,spotify:track:60xkQwnQFMztQJVGSaeeW1,0.327,0.991,1,-4.264,1,0.0653,1.02e-06,0.936,0.445,0.303,102.052,audio_features,60xkQwnQFMztQJVGSaeeW1,spotify:track:60xkQwnQFMztQJVGSaeeW1,https://api.spotify.com/v1/tracks/60xkQwnQFMztQJVGSaeeW1,https://api.spotify.com/v1/audio-analysis/60xkQwnQFMztQJVGSaeeW1,171813,4
Black Breath,Sentenced to Life,spotify:track:49Y26I2yQ4uGgR2Eve0lzE,0.156,0.982,1,-3.666,1,0.0986,1.07e-06,0.947,0.3,0.308,173.794,audio_features,49Y26I2yQ4uGgR2Eve0lzE,spotify:track:49Y26I2yQ4uGgR2Eve0lzE,https://api.spotify.com/v1/tracks/49Y26I2yQ4uGgR2Eve0lzE,https://api.spotify.com/v1/audio-analysis/49Y26I2yQ4uGgR2Eve0lzE,144240,4
Kataklysm,Serenity in Fire,spotify:track:6voHpkaPI5oeGCkDHBtXAy,0.478,0.988,7,-3.398,1,0.145,0.000523,2.1e-05,0.299,0.28,146.103,audio_features,6voHpkaPI5oeGCkDHBtXAy,spotify:track:6voHpkaPI5oeGCkDHBtXAy,https://api.spotify.com/v1/tracks/6voHpkaPI5oeGCkDHBtXAy,https://api.spotify.com/v1/audio-analysis/6voHpkaPI5oeGCkDHBtXAy,176613,4
Kataklysm,Serenity of fire,spotify:track:389miN3hcrJWIYfmPvZu3x,0.478,0.915,9,-3.469,1,0.139,7.85e-05,0.00156,0.127,0.0815,101.993,audio_features,389miN3hcrJWIYfmPvZu3x,spotify:track:389miN3hcrJWIYfmPvZu3x,https://api.spotify.com/v1/tracks/389miN3hcrJWIYfmPvZu3x,https://api.spotify.com/v1/audio-analysis/389miN3hcrJWIYfmPvZu3x,164240,4
Agalloch,The Serpent & the Sphere,spotify:track:0fTFKRRVUsnIf3sbqc8Zcp,0.266,0.909,0,-7.03,0,0.0604,1.02e-05,0.855,0.516,0.303,117.562,audio_features,0fTFKRRVUsnIf3sbqc8Zcp,spotify:track:0fTFKRRVUsnIf3sbqc8Zcp,https://api.spotify.com/v1/tracks/0fTFKRRVUsnIf3sbqc8Zcp,https://api.spotify.com/v1/audio-analysis/0fTFKRRVUsnIf3sbqc8Zcp,311893,4
Wode,Servants of the Countercosmos,spotify:track:053L1dwp9NkLDiS4b2NiPi,0.0909,0.97,9,-5.64,0,0.33,0.00069,0.794,0.107,0.0283,163.37,audio_features,053L1dwp9NkLDiS4b2NiPi,spotify:track:053L1dwp9NkLDiS4b2NiPi,https://api.spotify.com/v1/tracks/053L1dwp9NkLDiS4b2NiPi,https://api.spotify.com/v1/audio-analysis/053L1dwp9NkLDiS4b2NiPi,405504,4
Wode,Servants of the Countercosmos,spotify:track:0IbqkPJvEqSaBFWl5E6ohA,0.104,0.969,10,-4.041,1,0.0835,1.79e-05,0.598,0.563,0.0356,155.843,audio_features,0IbqkPJvEqSaBFWl5E6ohA,spotify:track:0IbqkPJvEqSaBFWl5E6ohA,https://api.spotify.com/v1/tracks/0IbqkPJvEqSaBFWl5E6ohA,https://api.spotify.com/v1/audio-analysis/0IbqkPJvEqSaBFWl5E6ohA,554303,4
Void,Sessions 1981-83,spotify:track:4kkmhjdiyavgIq2hbYmCLT,0.449,0.984,11,-4.626,1,0.124,0.113,0.000918,0.631,0.428,91.586,audio_features,4kkmhjdiyavgIq2hbYmCLT,spotify:track:4kkmhjdiyavgIq2hbYmCLT,https://api.spotify.com/v1/tracks/4kkmhjdiyavgIq2hbYmCLT,https://api.spotify.com/v1/audio-analysis/4kkmhjdiyavgIq2hbYmCLT,38080,4
Vattnet Viskar,Settler,spotify:track:5c9ZJed5MUTxzDG9menU9z,0.277,0.998,4,-5.027,0,0.125,1.7e-06,0.9,0.487,0.0297,170.066,audio_features,5c9ZJed5MUTxzDG9menU9z,spotify:track:5c9ZJed5MUTxzDG9menU9z,https://api.spotify.com/v1/tracks/5c9ZJed5MUTxzDG9menU9z,https://api.spotify.com/v1/audio-analysis/5c9ZJed5MUTxzDG9menU9z,237239,4
The Cure,Seventeen Seconds,spotify:track:00Amd2EiGo17YoZyOjk3VV,0.445,0.628,0,-11.268,1,0.0623,0.358,0.686,0.0949,0.396,81.248,audio_features,00Amd2EiGo17YoZyOjk3VV,spotify:track:00Amd2EiGo17YoZyOjk3VV,https://api.spotify.com/v1/tracks/00Amd2EiGo17YoZyOjk3VV,https://api.spotify.com/v1/audio-analysis/00Amd2EiGo17YoZyOjk3VV,354333,4
Iron Maiden,Seventh Son Of A Seventh Son (1998 Remastered Edition),spotify:track:2FkxsINVws3o8Ox4fSvc3N,0.263,0.949,4,-7.538,0,0.106,0.00243,5.16e-06,0.0625,0.367,161.225,audio_features,2FkxsINVws3o8Ox4fSvc3N,spotify:track:2FkxsINVws3o8Ox4fSvc3N,https://api.spotify.com/v1/tracks/2FkxsINVws3o8Ox4fSvc3N,https://api.spotify.com/v1/audio-analysis/2FkxsINVws3o8Ox4fSvc3N,273973,4
Ian Dury,Sex & Drugs & Rock & Roll,spotify:track:2ee9kqcX5qVkZwQmeJZVVC,0.713,0.86,5,-7.845,0,0.0362,0.0704,0.00151,0.116,0.883,104.313,audio_features,2ee9kqcX5qVkZwQmeJZVVC,spotify:track:2ee9kqcX5qVkZwQmeJZVVC,https://api.spotify.com/v1/tracks/2ee9kqcX5qVkZwQmeJZVVC,https://api.spotify.com/v1/audio-analysis/2ee9kqcX5qVkZwQmeJZVVC,223960,4
The Beatles,Sgt. Pepper's Lonely Hearts Club Band (Super Deluxe Edition),spotify:track:1sjmKmR4u9xDeJHjDCn2bZ,0.633,0.385,9,-9.967,1,0.0358,0.411,8.72e-05,0.095,0.647,113.956,audio_features,1sjmKmR4u9xDeJHjDCn2bZ,spotify:track:1sjmKmR4u9xDeJHjDCn2bZ,https://api.spotify.com/v1/tracks/1sjmKmR4u9xDeJHjDCn2bZ,https://api.spotify.com/v1/audio-analysis/1sjmKmR4u9xDeJHjDCn2bZ,182053,4
Insomnium,Shadows of the Dying Sun,spotify:track:4Uq3fEihBEjzWX4KVYCZ8Q,0.446,0.878,7,-6.261,1,0.047,2.94e-06,0.934,0.62,0.206,110.028,audio_features,4Uq3fEihBEjzWX4KVYCZ8Q,spotify:track:4Uq3fEihBEjzWX4KVYCZ8Q,https://api.spotify.com/v1/tracks/4Uq3fEihBEjzWX4KVYCZ8Q,https://api.spotify.com/v1/audio-analysis/4Uq3fEihBEjzWX4KVYCZ8Q,196987,4
Insomnium,Shadows of the Dying Sun,spotify:track:64VLqyvVCCAXyqKCqs40z8,0.46,0.982,2,-5.488,0,0.0601,2.39e-06,0.797,0.37,0.267,112.507,audio_features,64VLqyvVCCAXyqKCqs40z8,spotify:track:64VLqyvVCCAXyqKCqs40z8,https://api.spotify.com/v1/tracks/64VLqyvVCCAXyqKCqs40z8,https://api.spotify.com/v1/audio-analysis/64VLqyvVCCAXyqKCqs40z8,380613,4
The Twilight Singers,She Loves You,spotify:track:61y2BfzlUr3RnWWewugGe9,0.476,0.822,11,-6.592,1,0.0311,0.0264,0.708,0.418,0.609,93.839,audio_features,61y2BfzlUr3RnWWewugGe9,spotify:track:61y2BfzlUr3RnWWewugGe9,https://api.spotify.com/v1/tracks/61y2BfzlUr3RnWWewugGe9,https://api.spotify.com/v1/audio-analysis/61y2BfzlUr3RnWWewugGe9,225773,4
Grizzly Bear,Shields,spotify:track:202QyrB6Q3Kimsr7KqJut3,0.472,0.875,4,-5.024,0,0.0446,0.00345,0.00576,0.128,0.461,136.064,audio_features,202QyrB6Q3Kimsr7KqJut3,spotify:track:202QyrB6Q3Kimsr7KqJut3,https://api.spotify.com/v1/tracks/202QyrB6Q3Kimsr7KqJut3,https://api.spotify.com/v1/audio-analysis/202QyrB6Q3Kimsr7KqJut3,318423,4
Nasum,Shift,spotify:track:0wwnihbJxR27QOGNaluGyJ,0.179,0.993,6,-4.037,1,0.176,0.0012,0,0.241,0.337,173.36,audio_features,0wwnihbJxR27QOGNaluGyJ,spotify:track:0wwnihbJxR27QOGNaluGyJ,https://api.spotify.com/v1/tracks/0wwnihbJxR27QOGNaluGyJ,https://api.spotify.com/v1/audio-analysis/0wwnihbJxR27QOGNaluGyJ,136867,4
Enabler,Shift of Redemption,spotify:track:0PX1lPUim32ywLD36UmjwZ,0.154,0.889,1,-4.737,1,0.061,1.71e-06,0.954,0.38,0.332,103.968,audio_features,0PX1lPUim32ywLD36UmjwZ,spotify:track:0PX1lPUim32ywLD36UmjwZ,https://api.spotify.com/v1/tracks/0PX1lPUim32ywLD36UmjwZ,https://api.spotify.com/v1/audio-analysis/0PX1lPUim32ywLD36UmjwZ,227063,4
Constantines,Shine A Light,spotify:track:47GctYQYe0GAQbl0ptf6eE,0.445,0.923,7,-8.6,1,0.0515,0.00208,0.0693,0.118,0.624,148.13,audio_features,47GctYQYe0GAQbl0ptf6eE,spotify:track:47GctYQYe0GAQbl0ptf6eE,https://api.spotify.com/v1/tracks/47GctYQYe0GAQbl0ptf6eE,https://api.spotify.com/v1/audio-analysis/47GctYQYe0GAQbl0ptf6eE,230293,4
Filter,Short Bus,spotify:track:6jc5gHCmrZW1XLcRM3wFlC,0.479,0.588,2,-10.773,1,0.0339,0.00214,0.709,0.319,0.305,177.014,audio_features,6jc5gHCmrZW1XLcRM3wFlC,spotify:track:6jc5gHCmrZW1XLcRM3wFlC,https://api.spotify.com/v1/tracks/6jc5gHCmrZW1XLcRM3wFlC,https://api.spotify.com/v1/audio-analysis/6jc5gHCmrZW1XLcRM3wFlC,314440,4
The Jesus Lizard,Shot,spotify:track:0ar7kvNdBppCI4J5g4lmBf,0.377,0.976,1,-2.848,0,0.0501,7.77e-06,0.000287,0.124,0.361,139.469,audio_features,0ar7kvNdBppCI4J5g4lmBf,spotify:track:0ar7kvNdBppCI4J5g4lmBf,https://api.spotify.com/v1/tracks/0ar7kvNdBppCI4J5g4lmBf,https://api.spotify.com/v1/audio-analysis/0ar7kvNdBppCI4J5g4lmBf,211867,4
Muse,Showbiz,spotify:track:2sCFFlnYg6Lk75GCcfSXEz,0.236,0.635,2,-7.717,1,0.0565,0.0123,0.216,0.109,0.166,124.785,audio_features,2sCFFlnYg6Lk75GCcfSXEz,spotify:track:2sCFFlnYg6Lk75GCcfSXEz,https://api.spotify.com/v1/tracks/2sCFFlnYg6Lk75GCcfSXEz,https://api.spotify.com/v1/audio-analysis/2sCFFlnYg6Lk75GCcfSXEz,317000,4
Slayer,Show No Mercy,spotify:track:6Tjr3224DVeSWdq6dXgD6A,0.342,0.937,0,-6.756,1,0.0726,6.09e-06,0.582,0.221,0.368,119.48,audio_features,6Tjr3224DVeSWdq6dXgD6A,spotify:track:6Tjr3224DVeSWdq6dXgD6A,https://api.spotify.com/v1/tracks/6Tjr3224DVeSWdq6dXgD6A,https://api.spotify.com/v1/audio-analysis/6Tjr3224DVeSWdq6dXgD6A,169533,4
Slayer,Show No Mercy,spotify:track:4cJhBmeJ7KiBeuy7oxRnZ3,0.148,0.908,9,-7.336,1,0.117,4.66e-06,0.614,0.0723,0.0707,93.888,audio_features,4cJhBmeJ7KiBeuy7oxRnZ3,spotify:track:4cJhBmeJ7KiBeuy7oxRnZ3,https://api.spotify.com/v1/tracks/4cJhBmeJ7KiBeuy7oxRnZ3,https://api.spotify.com/v1/audio-analysis/4cJhBmeJ7KiBeuy7oxRnZ3,243360,4
Yeah Yeah Yeahs,Show Your Bones,spotify:track:2nDNTkHniE3Zrjkdo0AWM0,0.503,0.896,2,-5.288,1,0.0998,0.00856,0.000284,0.077,0.481,156.546,audio_features,2nDNTkHniE3Zrjkdo0AWM0,spotify:track:2nDNTkHniE3Zrjkdo0AWM0,https://api.spotify.com/v1/tracks/2nDNTkHniE3Zrjkdo0AWM0,https://api.spotify.com/v1/audio-analysis/2nDNTkHniE3Zrjkdo0AWM0,250133,4
The Smashing Pumpkins,Siamese Dream (2011 - Remaster),spotify:track:0F2LiyHp9E0pAanpfnzHNp,0.371,0.866,9,-7.426,1,0.039,5.91e-06,0.58,0.196,0.447,87.254,audio_features,0F2LiyHp9E0pAanpfnzHNp,spotify:track:0F2LiyHp9E0pAanpfnzHNp,https://api.spotify.com/v1/tracks/0F2LiyHp9E0pAanpfnzHNp,https://api.spotify.com/v1/audio-analysis/0F2LiyHp9E0pAanpfnzHNp,298253,4
The Smashing Pumpkins,Siamese Dream (2011 - Remaster),spotify:track:7A8caPxvrT8ZgLvQPPUCcj,0.527,0.418,4,-10.205,0,0.0277,0.142,0.781,0.139,0.217,129.517,audio_features,7A8caPxvrT8ZgLvQPPUCcj,spotify:track:7A8caPxvrT8ZgLvQPPUCcj,https://api.spotify.com/v1/tracks/7A8caPxvrT8ZgLvQPPUCcj,https://api.spotify.com/v1/audio-analysis/7A8caPxvrT8ZgLvQPPUCcj,196905,4
Red Harvest,Sick Transit Gloria Mundi,spotify:track:5MtYgmLfU6YzGa1spP33la,0.11,0.837,1,-6.405,1,0.0905,1.1e-05,0.902,0.129,0.0398,173.695,audio_features,5MtYgmLfU6YzGa1spP33la,spotify:track:5MtYgmLfU6YzGa1spP33la,https://api.spotify.com/v1/tracks/5MtYgmLfU6YzGa1spP33la,https://api.spotify.com/v1/audio-analysis/5MtYgmLfU6YzGa1spP33la,196240,4
Void,Side B,spotify:track:7lSQmgK6vxfWmnGSvVlZWc,0.225,0.912,6,-7.886,1,0.0662,4.52e-05,0.834,0.55,0.466,70.488,audio_features,7lSQmgK6vxfWmnGSvVlZWc,spotify:track:7lSQmgK6vxfWmnGSvVlZWc,https://api.spotify.com/v1/tracks/7lSQmgK6vxfWmnGSvVlZWc,https://api.spotify.com/v1/audio-analysis/7lSQmgK6vxfWmnGSvVlZWc,95947,4
Mission Of Burma,"Signals, Calls and Marches",spotify:track:3bSKHihztyH9D1ZyQsoqzI,0.3,0.915,4,-5.691,1,0.049,0.00194,0.000332,0.147,0.51,147.116,audio_features,3bSKHihztyH9D1ZyQsoqzI,spotify:track:3bSKHihztyH9D1ZyQsoqzI,https://api.spotify.com/v1/tracks/3bSKHihztyH9D1ZyQsoqzI,https://api.spotify.com/v1/audio-analysis/3bSKHihztyH9D1ZyQsoqzI,233573,4
Limp Bizkit,Significant Other,spotify:track:1TEZWG1FdjzDdercCguTwj,0.573,0.929,11,-5.996,1,0.082,0.00218,0.0723,0.718,0.284,97.57,audio_features,1TEZWG1FdjzDdercCguTwj,spotify:track:1TEZWG1FdjzDdercCguTwj,https://api.spotify.com/v1/tracks/1TEZWG1FdjzDdercCguTwj,https://api.spotify.com/v1/audio-analysis/1TEZWG1FdjzDdercCguTwj,289560,4
Limp Bizkit,Significant Other,spotify:track:5cZqsjVs6MevCnAkasbEOX,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,audio_features,5cZqsjVs6MevCnAkasbEOX,spotify:track:5cZqsjVs6MevCnAkasbEOX,https://api.spotify.com/v1/tracks/5cZqsjVs6MevCnAkasbEOX,https://api.spotify.com/v1/audio-analysis/5cZqsjVs6MevCnAkasbEOX,166707,4
Prince,"Sign ""O"" the Times",spotify:track:4Yenz5JZZOUiZSeyKY8bDz,0.701,0.515,10,-6.551,1,0.0988,0.00843,0.025,0.0772,0.549,197.768,audio_features,4Yenz5JZZOUiZSeyKY8bDz,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/tracks/4Yenz5JZZOUiZSeyKY8bDz,https://api.spotify.com/v1/audio-analysis/4Yenz5JZZOUiZSeyKY8bDz,302760,4
Prince,"Sign ""O"" the Times",spotify:track:7D77LwNefSS7QJoy68sKEx,0.678,0.844,2,-14.117,1,0.0444,0.162,2.85e-05,0.655,0.616,98.67,audio_features,7D77LwNefSS7QJoy68sKEx,spotify:track:7D77LwNefSS7QJoy68sKEx,https://api.spotify.com/v1/tracks/7D77LwNefSS7QJoy68sKEx,https://api.spotify.com/v1/audio-analysis/7D77LwNefSS7QJoy68sKEx,305227,4
Prince,"Sign ""O"" the Times",spotify:track:0cr1UXsH8XdUfrpvxHCane,0.57,0.477,6,-15.043,0,0.0553,0.501,0,0.123,0.799,204.462,audio_features,0cr1UXsH8XdUfrpvxHCane,spotify:track:0cr1UXsH8XdUfrpvxHCane,https://api.spotify.com/v1/tracks/0cr1UXsH8XdUfrpvxHCane,https://api.spotify.com/v1/audio-analysis/0cr1UXsH8XdUfrpvxHCane,170507,4
Prince,"Sign ""O"" the Times",spotify:track:5MULwvoltCATOJ9bZYfxxB,0.942,0.239,7,-21.163,1,0.0597,0.116,0,0.0442,0.908,104.251,audio_features,5MULwvoltCATOJ9bZYfxxB,spotify:track:5MULwvoltCATOJ9bZYfxxB,https://api.spotify.com/v1/tracks/5MULwvoltCATOJ9bZYfxxB,https://api.spotify.com/v1/audio-analysis/5MULwvoltCATOJ9bZYfxxB,210507,4
