Artists,Title,Song_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:1iO37a3XFhpA5h5hmSBOS5,0.275,0.564,0,-17.669,1,0.339,0.399,0.47,0.936,0.0556,92.26,audio_features,1iO37a3XFhpA5h5hmSBOS5,spotify:track:1iO37a3XFhpA5h5hmSBOS5,https://api.spotify.com/v1/tracks/1iO37a3XFhpA5h5hmSBOS5,https://api.spotify.com/v1/audio-analysis/1iO37a3XFhpA5h5hmSBOS5,4680000,4
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:1LAatVonclYK4AlAgp97hd,0.268,0.41,10,-16.092,0,0.0516,0.0547,0.335,0.565,0.0742,140.762,audio_features,1LAatVonclYK4AlAgp97hd,spotify:track:1LAatVonclYK4AlAgp97hd,https://api.spotify.com/v1/tracks/1LAatVonclYK4AlAgp97hd,https://api.spotify.com/v1/audio-analysis/1LAatVonclYK4AlAgp97hd,4680000,4
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:4hZt54lvJw7jel3bmRYs68,0.209,0.516,4,-16.529,0,0.0682,0.0215,0.78,0.232,0.0352,85.782,audio_features,4hZt54lvJw7jel3bmRYs68,spotify:track:4hZt54lvJw7jel3bmRYs68,https://api.spotify.com/v1/tracks/4hZt54lvJw7jel3bmRYs68,https://api.spotify.com/v1/audio-analysis/4hZt54lvJw7jel3bmRYs68,4680000,4
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:20lg0P27l1rewPsqHCCH1o,0.329,0.574,8,-15.355,1,0.162,0.216,0.635,0.497,0.0615,130.42,audio_features,20lg0P27l1rewPsqHCCH1o,spotify:track:20lg0P27l1rewPsqHCCH1o,https://api.spotify.com/v1/tracks/20lg0P27l1rewPsqHCCH1o,https://api.spotify.com/v1/audio-analysis/20lg0P27l1rewPsqHCCH1o,4680001,4
Erik Eriksson,White Noise 3 Hour Long,spotify:track:04boE4u1AupbrGlI62WvoO,,,,,,,,,,,,,,,,,,
One Hour Gulf Coast Ocean Waves,Natural White Noise for Babies,spotify:track:31j000tQs35leo6djoDFSM,0.0797,0.995,1,-17.379,1,0.0612,0.932,0.562,0.31,1e-05,84.788,audio_features,31j000tQs35leo6djoDFSM,spotify:track:31j000tQs35leo6djoDFSM,https://api.spotify.com/v1/tracks/31j000tQs35leo6djoDFSM,https://api.spotify.com/v1/audio-analysis/31j000tQs35leo6djoDFSM,4120258,3
Nature Sounds,10 Hours of Nature Sounds,spotify:track:6OoWy1LnIiGA2g6huyJCXS,0,0.000323,2,-13.051,1,0,0.719,0.998,0.11,0,0,audio_features,6OoWy1LnIiGA2g6huyJCXS,spotify:track:6OoWy1LnIiGA2g6huyJCXS,https://api.spotify.com/v1/tracks/6OoWy1LnIiGA2g6huyJCXS,https://api.spotify.com/v1/audio-analysis/6OoWy1LnIiGA2g6huyJCXS,4405413,0
Nature Sounds,10 Hours of Nature,spotify:track:4CGt0Jda1OB3AtH8YHp7Hn,0,0.000323,2,-13.051,1,0,0.719,0.998,0.11,0,0,audio_features,4CGt0Jda1OB3AtH8YHp7Hn,spotify:track:4CGt0Jda1OB3AtH8YHp7Hn,https://api.spotify.com/v1/tracks/4CGt0Jda1OB3AtH8YHp7Hn,https://api.spotify.com/v1/audio-analysis/4CGt0Jda1OB3AtH8YHp7Hn,4405413,0
Nature Sounds,10 Hours of Nature Sounds,spotify:track:3D3DhYnF1aniC2qHfBsUyo,0.213,0.0477,1,-23.62,1,0.0522,0.929,0.85,0.176,0.0199,85.506,audio_features,3D3DhYnF1aniC2qHfBsUyo,spotify:track:3D3DhYnF1aniC2qHfBsUyo,https://api.spotify.com/v1/tracks/3D3DhYnF1aniC2qHfBsUyo,https://api.spotify.com/v1/audio-analysis/3D3DhYnF1aniC2qHfBsUyo,4402280,4
Nature Sounds,10 Hours of Nature,spotify:track:5XuqWV68KYZBtDXt1ZDngz,0.687,0.0216,10,-23.85,0,0.414,0.956,0.927,0.276,0.599,101.454,audio_features,5XuqWV68KYZBtDXt1ZDngz,spotify:track:5XuqWV68KYZBtDXt1ZDngz,https://api.spotify.com/v1/tracks/5XuqWV68KYZBtDXt1ZDngz,https://api.spotify.com/v1/audio-analysis/5XuqWV68KYZBtDXt1ZDngz,4376814,4
Nature Sounds,10 Hours of Nature Sounds,spotify:track:0sYVDVDSg4l3S8aOipargY,0.155,0.836,2,-24.743,1,0.222,0.907,0.907,0.618,0.0298,75.029,audio_features,0sYVDVDSg4l3S8aOipargY,spotify:track:0sYVDVDSg4l3S8aOipargY,https://api.spotify.com/v1/tracks/0sYVDVDSg4l3S8aOipargY,https://api.spotify.com/v1/audio-analysis/0sYVDVDSg4l3S8aOipargY,4334680,5
Nature Sounds,10 Hours of Nature Sounds,spotify:track:41Sku193gslxiktIu72k60,0.228,0.781,9,-22.54,1,0.915,0.858,0.735,0.409,0.0362,81.239,audio_features,41Sku193gslxiktIu72k60,spotify:track:41Sku193gslxiktIu72k60,https://api.spotify.com/v1/tracks/41Sku193gslxiktIu72k60,https://api.spotify.com/v1/audio-analysis/41Sku193gslxiktIu72k60,4334374,5
Nature Sounds,10 Hours of Nature Sounds,spotify:track:6WK9ETVCqN0lmmlkRrilNG,0.155,0.0154,1,-36.214,1,0.0484,0.157,0.984,0.0861,0.031,144.143,audio_features,6WK9ETVCqN0lmmlkRrilNG,spotify:track:6WK9ETVCqN0lmmlkRrilNG,https://api.spotify.com/v1/tracks/6WK9ETVCqN0lmmlkRrilNG,https://api.spotify.com/v1/audio-analysis/6WK9ETVCqN0lmmlkRrilNG,4320933,4
Nature Sounds,10 Hours of Nature Sounds,spotify:track:14EmCXJkjHGFUg5NvvacjZ,0.127,0.149,1,-33.975,1,0.0706,0.849,0.772,0.114,0.209,80.078,audio_features,14EmCXJkjHGFUg5NvvacjZ,spotify:track:14EmCXJkjHGFUg5NvvacjZ,https://api.spotify.com/v1/tracks/14EmCXJkjHGFUg5NvvacjZ,https://api.spotify.com/v1/audio-analysis/14EmCXJkjHGFUg5NvvacjZ,4316894,5
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:3gTa59IWvtSVU8MX4uIrla,0.383,0.505,4,-11.1,0,0.514,0.867,0.106,0.559,0.0633,138.316,audio_features,3gTa59IWvtSVU8MX4uIrla,spotify:track:3gTa59IWvtSVU8MX4uIrla,https://api.spotify.com/v1/tracks/3gTa59IWvtSVU8MX4uIrla,https://api.spotify.com/v1/audio-analysis/3gTa59IWvtSVU8MX4uIrla,4046716,3
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:6mQKH0b4edhW69GGsPT98w,0.173,0.55,4,-12.519,1,0.123,0.585,0.755,0.0967,0.0722,70.935,audio_features,6mQKH0b4edhW69GGsPT98w,spotify:track:6mQKH0b4edhW69GGsPT98w,https://api.spotify.com/v1/tracks/6mQKH0b4edhW69GGsPT98w,https://api.spotify.com/v1/audio-analysis/6mQKH0b4edhW69GGsPT98w,3808714,4
Nature Sounds,10 Hours of Nature Sounds,spotify:track:4D2j3kQRqpOpbI2NLmm6Nd,0.252,0.512,10,-27.628,0,0.0327,0.123,0.856,0.0951,0.0325,77.267,audio_features,4D2j3kQRqpOpbI2NLmm6Nd,spotify:track:4D2j3kQRqpOpbI2NLmm6Nd,https://api.spotify.com/v1/tracks/4D2j3kQRqpOpbI2NLmm6Nd,https://api.spotify.com/v1/audio-analysis/4D2j3kQRqpOpbI2NLmm6Nd,4315840,5
Nature Sounds,10 Hours of Nature Sounds,spotify:track:5Vv4zIWWa27NMUxKmJUbbZ,0.294,0.11,4,-36.478,1,0.621,0.841,0.942,0.4,0.245,77.569,audio_features,5Vv4zIWWa27NMUxKmJUbbZ,spotify:track:5Vv4zIWWa27NMUxKmJUbbZ,https://api.spotify.com/v1/tracks/5Vv4zIWWa27NMUxKmJUbbZ,https://api.spotify.com/v1/audio-analysis/5Vv4zIWWa27NMUxKmJUbbZ,4295107,4
Nature Sounds,10 Hours of Nature Sounds,spotify:track:3Kin1mxT7seDs21mV8UHOB,0.166,0.999,3,-15.564,0,0.0974,0.119,0.998,0.711,0.00327,130.793,audio_features,3Kin1mxT7seDs21mV8UHOB,spotify:track:3Kin1mxT7seDs21mV8UHOB,https://api.spotify.com/v1/tracks/3Kin1mxT7seDs21mV8UHOB,https://api.spotify.com/v1/audio-analysis/3Kin1mxT7seDs21mV8UHOB,4280067,5
Nature Sounds,10 Hours of Nature Sounds,spotify:track:4ZXhwTGRruNd3e3SSU36uI,0.151,0.928,5,-16.251,1,0.146,0.00134,0.881,0.557,0.00715,133.833,audio_features,4ZXhwTGRruNd3e3SSU36uI,spotify:track:4ZXhwTGRruNd3e3SSU36uI,https://api.spotify.com/v1/tracks/4ZXhwTGRruNd3e3SSU36uI,https://api.spotify.com/v1/audio-analysis/4ZXhwTGRruNd3e3SSU36uI,4278453,3
Noise Masters,10 Hours of Noise,spotify:track:0boDchEygPleKxLJA5Vec9,0,1.91e-05,4,-31.342,1,0,0.993,0.971,0.837,0,0,audio_features,0boDchEygPleKxLJA5Vec9,spotify:track:0boDchEygPleKxLJA5Vec9,https://api.spotify.com/v1/tracks/0boDchEygPleKxLJA5Vec9,https://api.spotify.com/v1/audio-analysis/0boDchEygPleKxLJA5Vec9,3600000,0
Noise Masters,10 Hours of Noise,spotify:track:0pfrbeO699FFPf2H0rCJMX,0,2.02e-05,8,-20.023,0,0,0.961,0.758,0.963,0,0,audio_features,0pfrbeO699FFPf2H0rCJMX,spotify:track:0pfrbeO699FFPf2H0rCJMX,https://api.spotify.com/v1/tracks/0pfrbeO699FFPf2H0rCJMX,https://api.spotify.com/v1/audio-analysis/0pfrbeO699FFPf2H0rCJMX,3600001,0
Noise Masters,10 Hours of Noise,spotify:track:1DrAlSTzo3iwiEZjkZtOip,0,0,0,-53.436,0,0,0,0,0,0,0,audio_features,1DrAlSTzo3iwiEZjkZtOip,spotify:track:1DrAlSTzo3iwiEZjkZtOip,https://api.spotify.com/v1/tracks/1DrAlSTzo3iwiEZjkZtOip,https://api.spotify.com/v1/audio-analysis/1DrAlSTzo3iwiEZjkZtOip,3600000,0
Noise Masters,10 Hours of Noise,spotify:track:42wNaeB3lz5x3npET1IwoJ,0,0,0,-38.293,0,0,0,0,0,0,0,audio_features,42wNaeB3lz5x3npET1IwoJ,spotify:track:42wNaeB3lz5x3npET1IwoJ,https://api.spotify.com/v1/tracks/42wNaeB3lz5x3npET1IwoJ,https://api.spotify.com/v1/audio-analysis/42wNaeB3lz5x3npET1IwoJ,3600001,0
Noise Masters,10 Hours of Noise,spotify:track:4l5Lf2ayaUtRBv5r3waziD,0.145,0.0489,1,-43.185,1,0.0778,0.785,0.973,0.108,0.0388,140.609,audio_features,4l5Lf2ayaUtRBv5r3waziD,spotify:track:4l5Lf2ayaUtRBv5r3waziD,https://api.spotify.com/v1/tracks/4l5Lf2ayaUtRBv5r3waziD,https://api.spotify.com/v1/audio-analysis/4l5Lf2ayaUtRBv5r3waziD,3600001,4
Noise Masters,10 Hours of Noise,spotify:track:3Zel1v9yqTIUHmxlX6CRp1,0.141,0.836,2,-7.873,1,0.152,0.187,0.998,0.682,1e-05,104.151,audio_features,3Zel1v9yqTIUHmxlX6CRp1,spotify:track:3Zel1v9yqTIUHmxlX6CRp1,https://api.spotify.com/v1/tracks/3Zel1v9yqTIUHmxlX6CRp1,https://api.spotify.com/v1/audio-analysis/3Zel1v9yqTIUHmxlX6CRp1,3600001,3
Noise Masters,10 Hours of Noise,spotify:track:6OufgeZNYgyxE0borTjX40,0,0.000123,1,-21.286,1,0,0.466,0.285,0.11,0,0,audio_features,6OufgeZNYgyxE0borTjX40,spotify:track:6OufgeZNYgyxE0borTjX40,https://api.spotify.com/v1/tracks/6OufgeZNYgyxE0borTjX40,https://api.spotify.com/v1/audio-analysis/6OufgeZNYgyxE0borTjX40,3600000,0
Noise Masters,Violet Noise,spotify:track:6LVDFaM2Z6iCB48fXx7vkl,0,1.91e-05,4,-31.342,1,0,0.993,0.971,0.837,0,0,audio_features,6LVDFaM2Z6iCB48fXx7vkl,spotify:track:6LVDFaM2Z6iCB48fXx7vkl,https://api.spotify.com/v1/tracks/6LVDFaM2Z6iCB48fXx7vkl,https://api.spotify.com/v1/audio-analysis/6LVDFaM2Z6iCB48fXx7vkl,3600000,0
Calmsound,"Relaxing Nature Sounds: 24 Hours of Exquisite Nature Sounds for Deep Sleep, Study, Meditation and Mindfulness",spotify:track:4e5N0rUyoKUDzP6DzNzqHA,0.299,0.0443,10,-44.167,1,0.368,0.799,0.893,0.0815,0.375,135.424,audio_features,4e5N0rUyoKUDzP6DzNzqHA,spotify:track:4e5N0rUyoKUDzP6DzNzqHA,https://api.spotify.com/v1/tracks/4e5N0rUyoKUDzP6DzNzqHA,https://api.spotify.com/v1/audio-analysis/4e5N0rUyoKUDzP6DzNzqHA,3600022,1
Noise Masters,10 Hours of Noise,spotify:track:4EjB5R4P0ZWTxC9FK6U0e4,0.0957,0.0234,1,-24.552,1,0.0929,0.368,0.688,0.111,0.0178,75.362,audio_features,4EjB5R4P0ZWTxC9FK6U0e4,spotify:track:4EjB5R4P0ZWTxC9FK6U0e4,https://api.spotify.com/v1/tracks/4EjB5R4P0ZWTxC9FK6U0e4,https://api.spotify.com/v1/audio-analysis/4EjB5R4P0ZWTxC9FK6U0e4,3600000,3
Life Sounds Nature,"The Best Of High Quality Nature Sounds With Ocean Waves, Rain, Birds, Creek & Forest",spotify:track:5ecapgRgDdsmQaB06XvD3g,0.176,0.575,6,-41.689,1,0.127,0.478,0.0306,0.424,0.0145,77.8,audio_features,5ecapgRgDdsmQaB06XvD3g,spotify:track:5ecapgRgDdsmQaB06XvD3g,https://api.spotify.com/v1/tracks/5ecapgRgDdsmQaB06XvD3g,https://api.spotify.com/v1/audio-analysis/5ecapgRgDdsmQaB06XvD3g,2992578,3
Life Sounds Nature,"The Best Of High Quality Nature Sounds With Ocean Waves, Rain, Birds, Creek & Forest",spotify:track:0KpAFdTgGzSvCtw3W2f8KJ,0.113,0.953,7,-25.625,1,0.0816,0.419,0.535,0.807,1e-05,77.166,audio_features,0KpAFdTgGzSvCtw3W2f8KJ,spotify:track:0KpAFdTgGzSvCtw3W2f8KJ,https://api.spotify.com/v1/tracks/0KpAFdTgGzSvCtw3W2f8KJ,https://api.spotify.com/v1/audio-analysis/0KpAFdTgGzSvCtw3W2f8KJ,2804200,3
Meditation Zen Master,20 Hours of Nature Sounds for Pregnancy and Birth,spotify:track:1JR5wlc4YVYguE6kaHmZ80,0.0999,1.0,11,-18.197,1,0.0547,0.453,0.853,0.874,1e-05,90.617,audio_features,1JR5wlc4YVYguE6kaHmZ80,spotify:track:1JR5wlc4YVYguE6kaHmZ80,https://api.spotify.com/v1/tracks/1JR5wlc4YVYguE6kaHmZ80,https://api.spotify.com/v1/audio-analysis/1JR5wlc4YVYguE6kaHmZ80,2400198,5
Meditation Zen Master,20 Hours of Nature Sounds for Pregnancy and Birth,spotify:track:0kiynzVITmn28JtGPlhxpF,0.236,0.998,6,-20.248,0,0.831,0.815,0.485,0.975,0.00923,84.275,audio_features,0kiynzVITmn28JtGPlhxpF,spotify:track:0kiynzVITmn28JtGPlhxpF,https://api.spotify.com/v1/tracks/0kiynzVITmn28JtGPlhxpF,https://api.spotify.com/v1/audio-analysis/0kiynzVITmn28JtGPlhxpF,2400131,3
Meditation Zen Master,20 Hours of Nature Sounds for Pregnancy and Birth,spotify:track:15aX9NyegOdMJWyLsKu0mh,0.093,1.0,6,-16.065,1,0.0755,0.569,0.714,0.925,1e-05,79.725,audio_features,15aX9NyegOdMJWyLsKu0mh,spotify:track:15aX9NyegOdMJWyLsKu0mh,https://api.spotify.com/v1/tracks/15aX9NyegOdMJWyLsKu0mh,https://api.spotify.com/v1/audio-analysis/15aX9NyegOdMJWyLsKu0mh,2400031,5
Meditation Zen Master,20 Hours of Nature Sounds for Pregnancy and Birth,spotify:track:2FhBI4OfQjNDYIURsC8W5S,0.115,0.432,1,-25.586,1,0.0834,0.103,0.88,0.287,0.0396,94.727,audio_features,2FhBI4OfQjNDYIURsC8W5S,spotify:track:2FhBI4OfQjNDYIURsC8W5S,https://api.spotify.com/v1/tracks/2FhBI4OfQjNDYIURsC8W5S,https://api.spotify.com/v1/audio-analysis/2FhBI4OfQjNDYIURsC8W5S,2400131,1
Life Sounds Nature,"The Best Of High Quality Nature Sounds With Ocean Waves, Rain, Birds, Creek & Forest",spotify:track:68DDM8A75Er91y73r61UH0,0.132,0.992,9,-23.149,0,0.0494,0.796,0.986,0.649,1e-05,85.089,audio_features,68DDM8A75Er91y73r61UH0,spotify:track:68DDM8A75Er91y73r61UH0,https://api.spotify.com/v1/tracks/68DDM8A75Er91y73r61UH0,https://api.spotify.com/v1/audio-analysis/68DDM8A75Er91y73r61UH0,3845651,4
Charles Vald,Gentle River With a Hint of Birdsong. Calm White Noise Nature Sounds,spotify:track:0nGY9jw4BilF8OhdE671dS,0.187,0.999,1,-12.939,1,0.0888,0.892,0.991,0.969,0.0111,86.743,audio_features,0nGY9jw4BilF8OhdE671dS,spotify:track:0nGY9jw4BilF8OhdE671dS,https://api.spotify.com/v1/tracks/0nGY9jw4BilF8OhdE671dS,https://api.spotify.com/v1/audio-analysis/0nGY9jw4BilF8OhdE671dS,3763017,4
Charles Vald,Ocean Waves with Seagulls (Natures White Noise to Help Calm Tinnitus and Induce Sleep),spotify:track:5mYcud88Sq5Tj423qYAjMA,0.0652,0.999,11,-15.322,1,0.0622,0.862,0.984,0.916,1e-05,74.041,audio_features,5mYcud88Sq5Tj423qYAjMA,spotify:track:5mYcud88Sq5Tj423qYAjMA,https://api.spotify.com/v1/tracks/5mYcud88Sq5Tj423qYAjMA,https://api.spotify.com/v1/audio-analysis/5mYcud88Sq5Tj423qYAjMA,3661662,4
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:4QBUaPT4GaKhZCnqpjF6MN,0.177,0.425,1,-21.378,1,0.167,0.481,0.83,0.124,0.0357,88.237,audio_features,4QBUaPT4GaKhZCnqpjF6MN,spotify:track:4QBUaPT4GaKhZCnqpjF6MN,https://api.spotify.com/v1/tracks/4QBUaPT4GaKhZCnqpjF6MN,https://api.spotify.com/v1/audio-analysis/4QBUaPT4GaKhZCnqpjF6MN,3648453,4
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:36FZUQwWXTVFVxzrYzuNfG,0.177,0.425,1,-21.378,1,0.167,0.481,0.83,0.124,0.0357,88.237,audio_features,36FZUQwWXTVFVxzrYzuNfG,spotify:track:36FZUQwWXTVFVxzrYzuNfG,https://api.spotify.com/v1/tracks/36FZUQwWXTVFVxzrYzuNfG,https://api.spotify.com/v1/audio-analysis/36FZUQwWXTVFVxzrYzuNfG,3648453,4
Halloween Sounds,20 Hours of Halloween Horror,spotify:track:6VAffZZbu8nfXv5JtEXZnN,0.0721,0.355,1,-21.492,1,0.0975,0.356,0.909,0.344,0.0394,76.226,audio_features,6VAffZZbu8nfXv5JtEXZnN,spotify:track:6VAffZZbu8nfXv5JtEXZnN,https://api.spotify.com/v1/tracks/6VAffZZbu8nfXv5JtEXZnN,https://api.spotify.com/v1/audio-analysis/6VAffZZbu8nfXv5JtEXZnN,3637960,3
Charles Vald,The Sounds of Rain - 6 Hours of Nature Sounds,spotify:track:38OYvJiWImNkXt91LSDM1W,0.0985,1.0,6,-14.854,1,0.561,0.423,0.92,0.951,1e-05,82.137,audio_features,38OYvJiWImNkXt91LSDM1W,spotify:track:38OYvJiWImNkXt91LSDM1W,https://api.spotify.com/v1/tracks/38OYvJiWImNkXt91LSDM1W,https://api.spotify.com/v1/audio-analysis/38OYvJiWImNkXt91LSDM1W,3619538,3
Natural White Noise for Babies,1 Hour: Mountain Stream to Help Your Baby Sleep,spotify:track:4x59ezCnCbGCCFsPsUBPVV,0.0766,0.999,6,-19.156,1,0.0723,0.321,0.985,0.341,1e-05,81.31,audio_features,4x59ezCnCbGCCFsPsUBPVV,spotify:track:4x59ezCnCbGCCFsPsUBPVV,https://api.spotify.com/v1/tracks/4x59ezCnCbGCCFsPsUBPVV,https://api.spotify.com/v1/audio-analysis/4x59ezCnCbGCCFsPsUBPVV,3612212,4
Charles Vald,The Sounds of Rain - 6 Hours of Nature Sounds,spotify:track:2affyW8LxLX089Von1RQPu,0.0713,1.0,4,-14.912,0,0.0462,0.277,0.972,0.965,1e-05,79.174,audio_features,2affyW8LxLX089Von1RQPu,spotify:track:2affyW8LxLX089Von1RQPu,https://api.spotify.com/v1/tracks/2affyW8LxLX089Von1RQPu,https://api.spotify.com/v1/audio-analysis/2affyW8LxLX089Von1RQPu,3611146,3
Nelson May,Stormy Thunder Sounds - 60 Minutes of Thunder Storm Bliss,spotify:track:6awA0i6e29qLgHyDD7s1kS,0.143,0.422,11,-23.628,1,0.0648,0.000742,0.865,0.03,0.015,78.45,audio_features,6awA0i6e29qLgHyDD7s1kS,spotify:track:6awA0i6e29qLgHyDD7s1kS,https://api.spotify.com/v1/tracks/6awA0i6e29qLgHyDD7s1kS,https://api.spotify.com/v1/audio-analysis/6awA0i6e29qLgHyDD7s1kS,3611227,4
Nelson May,Spring Rain Sounds - 60 Minutes of Spring Rain Bliss,spotify:track:2fcfIpOeCGQUScu9UyI6Gz,0.169,0.916,10,-24.548,0,0.0494,0.13,0.95,0.093,0.0258,168.727,audio_features,2fcfIpOeCGQUScu9UyI6Gz,spotify:track:2fcfIpOeCGQUScu9UyI6Gz,https://api.spotify.com/v1/tracks/2fcfIpOeCGQUScu9UyI6Gz,https://api.spotify.com/v1/audio-analysis/2fcfIpOeCGQUScu9UyI6Gz,3609467,4
Charles Vald,The Sounds of Rain - 6 Hours of Nature Sounds,spotify:track:0TwVoJWNKdoQAGeOZ2pR6U,0.223,1.0,1,-8.427,1,0.0811,0.955,0.907,0.981,1e-05,70.633,audio_features,0TwVoJWNKdoQAGeOZ2pR6U,spotify:track:0TwVoJWNKdoQAGeOZ2pR6U,https://api.spotify.com/v1/tracks/0TwVoJWNKdoQAGeOZ2pR6U,https://api.spotify.com/v1/audio-analysis/0TwVoJWNKdoQAGeOZ2pR6U,3606975,3
Charles Vald,The Sounds of Rain - 6 Hours of Nature Sounds,spotify:track:4mkNgQGFy3hIjbOFBacCXT,0.24,1.0,11,-19.491,0,0.0637,0.274,0.959,0.947,1e-05,102.77,audio_features,4mkNgQGFy3hIjbOFBacCXT,spotify:track:4mkNgQGFy3hIjbOFBacCXT,https://api.spotify.com/v1/tracks/4mkNgQGFy3hIjbOFBacCXT,https://api.spotify.com/v1/audio-analysis/4mkNgQGFy3hIjbOFBacCXT,3606390,3
Nelson May,Oceansounds - 60 Minutes of Ocean Bliss,spotify:track:5JYWUt4CwvJsaLLpCsCRkB,0.141,1.0,8,-16.292,0,0.0518,0.891,0.968,0.968,1e-05,92.782,audio_features,5JYWUt4CwvJsaLLpCsCRkB,spotify:track:5JYWUt4CwvJsaLLpCsCRkB,https://api.spotify.com/v1/tracks/5JYWUt4CwvJsaLLpCsCRkB,https://api.spotify.com/v1/audio-analysis/5JYWUt4CwvJsaLLpCsCRkB,3605120,4
Charles Vald,The Sounds of Rain - 6 Hours of Nature Sounds,spotify:track:6U9KTN66oyDplvKbqmJllT,0.364,0.999,4,-26.127,0,0.208,0.934,0.856,0.974,1e-05,82.58,audio_features,6U9KTN66oyDplvKbqmJllT,spotify:track:6U9KTN66oyDplvKbqmJllT,https://api.spotify.com/v1/tracks/6U9KTN66oyDplvKbqmJllT,https://api.spotify.com/v1/audio-analysis/6U9KTN66oyDplvKbqmJllT,3603604,5
"Song of the Ocean - Best Quality Nature Sounds for Wellness, Sleep & Relaxation",5 Hours of Calming & Soothing Ocean Wave Sounds (Binaural Beats Theta),spotify:track:4ygteNMtQ7blWEpAIzgaXM,0.143,0.133,5,-18.975,1,0.0567,0.388,0.975,0.889,1e-05,104.953,audio_features,4ygteNMtQ7blWEpAIzgaXM,spotify:track:4ygteNMtQ7blWEpAIzgaXM,https://api.spotify.com/v1/tracks/4ygteNMtQ7blWEpAIzgaXM,https://api.spotify.com/v1/audio-analysis/4ygteNMtQ7blWEpAIzgaXM,3601998,3
Charles Vald,The Sounds of Rain - 6 Hours of Nature Sounds,spotify:track:4W8lChQSGCDMUCoJeTsAAT,0.199,1.0,6,-18.562,1,0.0745,0.947,0.954,0.964,1e-05,92.936,audio_features,4W8lChQSGCDMUCoJeTsAAT,spotify:track:4W8lChQSGCDMUCoJeTsAAT,https://api.spotify.com/v1/tracks/4W8lChQSGCDMUCoJeTsAAT,https://api.spotify.com/v1/audio-analysis/4W8lChQSGCDMUCoJeTsAAT,3601490,4
Charles Vald,60 Minutes of English Birdsong (With the Hint of a Gentle River) - Nature Sounds,spotify:track:7IF3SKJ0prOOOk5OKyKFM0,0.181,0.269,0,-38.528,1,0.84,0.832,0.867,0.373,0.163,55.577,audio_features,7IF3SKJ0prOOOk5OKyKFM0,spotify:track:7IF3SKJ0prOOOk5OKyKFM0,https://api.spotify.com/v1/tracks/7IF3SKJ0prOOOk5OKyKFM0,https://api.spotify.com/v1/audio-analysis/7IF3SKJ0prOOOk5OKyKFM0,3600594,3
Noise Masters,10 Hours of Noise,spotify:track:5mZ1uvulT04MnkwsGNeGcr,0.135,0.295,1,-25.99,1,0.059,0.108,0.973,0.305,0.0381,88.022,audio_features,5mZ1uvulT04MnkwsGNeGcr,spotify:track:5mZ1uvulT04MnkwsGNeGcr,https://api.spotify.com/v1/tracks/5mZ1uvulT04MnkwsGNeGcr,https://api.spotify.com/v1/audio-analysis/5mZ1uvulT04MnkwsGNeGcr,3600000,4
Noise Masters,10 Hours of Noise,spotify:track:6WHtlxVqueXwU8B2tcYkGy,0,2.02e-05,1,-13.979,1,0,0.177,0.998,0.909,0,0,audio_features,6WHtlxVqueXwU8B2tcYkGy,spotify:track:6WHtlxVqueXwU8B2tcYkGy,https://api.spotify.com/v1/tracks/6WHtlxVqueXwU8B2tcYkGy,https://api.spotify.com/v1/audio-analysis/6WHtlxVqueXwU8B2tcYkGy,3600000,0
Meditation Zen Master,20 Hours of Nature Sounds for Pregnancy and Birth,spotify:track:531yfLxrsGrbsaFS5RJjpX,0.0866,0.0823,7,-26.868,1,0.0586,0.962,0.846,0.121,0.0331,176.074,audio_features,531yfLxrsGrbsaFS5RJjpX,spotify:track:531yfLxrsGrbsaFS5RJjpX,https://api.spotify.com/v1/tracks/531yfLxrsGrbsaFS5RJjpX,https://api.spotify.com/v1/audio-analysis/531yfLxrsGrbsaFS5RJjpX,2400131,5
Meditation Zen Master,20 Hours of Nature Sounds for Pregnancy and Birth,spotify:track:7aOR5TJzMZB5VXQcNdHtIh,0.247,0.8,4,-20.225,1,0.235,0.808,0.913,0.443,0.0532,137.499,audio_features,7aOR5TJzMZB5VXQcNdHtIh,spotify:track:7aOR5TJzMZB5VXQcNdHtIh,https://api.spotify.com/v1/tracks/7aOR5TJzMZB5VXQcNdHtIh,https://api.spotify.com/v1/audio-analysis/7aOR5TJzMZB5VXQcNdHtIh,2400164,3
Meditation Zen Master,20 Hours of Nature Sounds for Pregnancy and Birth,spotify:track:18YnZ165ulUjQXRFZflZjf,0.176,0.999,11,-13.419,1,0.064,0.462,0.913,0.959,1e-05,126.052,audio_features,18YnZ165ulUjQXRFZflZjf,spotify:track:18YnZ165ulUjQXRFZflZjf,https://api.spotify.com/v1/tracks/18YnZ165ulUjQXRFZflZjf,https://api.spotify.com/v1/audio-analysis/18YnZ165ulUjQXRFZflZjf,2400031,1
